Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","860","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","887","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","887","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","887","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","887","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.65","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","887","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.05","X","Figure from international organizations",""
